path	status	holla_mode	main_mode	holla_blob	main_blob	partition	kind	added	removed	review_status
baseline/before/showcase_chipsselects_mode_select_open_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	4f0a456c07c5257861a2c5bb7e1e17feb524a740	artifacts	text	1	0	unread
baseline/before/showcase_chipsselects_mode_select_open_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	4f0c37d7b64d927e163f28549bb241b166127de5	artifacts	text	45	0	unread
baseline/before/showcase_chipsselects_mode_select_open_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	311822b7ec90584db1ed3c587b6e8df19c6ba729	artifacts	binary	-	-	unread
baseline/before/showcase_chipsselects_mode_select_open_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	ab846bf6da33d2e57e1dc9d0ab8250a1aefa598e	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_chosen_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	6dbfe475f8fd784b040c00d7dc2f54e1336b3f92	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_chosen_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	26d2788b4f083f33ad0f9a70d90d1575e8d2ce93	artifacts	text	1	0	unread
baseline/before/showcase_chipsselects_select_chosen_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	403dfd4419ca925993e4b4f5b43318b1430356ee	artifacts	text	45	0	unread
baseline/before/showcase_chipsselects_select_chosen_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	69a9c92a07cfd797b07d5216c28e0d7015a1f826	artifacts	binary	-	-	unread
baseline/before/showcase_chipsselects_select_chosen_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	259c803cb2a97e6967d74ca8fff395005f8790f6	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_disabled_click_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	36c5b792fdf5653c39f8f68c77eb1dcd86153468	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_disabled_click_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	f124137ba6f04947c422d3860b8d137ae95275b1	artifacts	text	1	0	unread
baseline/before/showcase_chipsselects_select_disabled_click_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	44d4604106e1646f3f4665fb3f6b9d6a7408fd7c	artifacts	text	45	0	unread
baseline/before/showcase_chipsselects_select_disabled_click_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	e5992153fec78a0012a95d00239b87e67529ca10	artifacts	binary	-	-	unread
baseline/before/showcase_chipsselects_select_disabled_click_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	4127f6fdc0b1867326ffbc76d3a4ed8aa2b37328	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_hovered_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	48a95ac8183e2323642dcb2b1376fd4582b56d7e	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_hovered_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	0bfa41d0f6464597e1ad2de60819d5e89c032375	artifacts	text	1	0	unread
baseline/before/showcase_chipsselects_select_hovered_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	33b8f3cf6f38505bf24be593fa20f55649eefc53	artifacts	text	45	0	unread
baseline/before/showcase_chipsselects_select_hovered_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	167c4e275494e8bd1f737ece34f6d0526d0783d4	artifacts	binary	-	-	unread
baseline/before/showcase_chipsselects_select_hovered_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	73bd7463edb0deea1bd04a712b3d4b81b3b3d326	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_moved_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	ab1c897aef72ea9b03e48f85d77b618bb11807e2	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_moved_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	cd9b077037038c7c74584eead4b2d7364047680e	artifacts	text	1	0	unread
baseline/before/showcase_chipsselects_select_moved_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	1d9af08f5ba75bd955215af36ee57bbb428f70c7	artifacts	text	45	0	unread
baseline/before/showcase_chipsselects_select_moved_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	59cac9ff2eb47f4e09164fbc5a59f22a45a3fe29	artifacts	binary	-	-	unread
baseline/before/showcase_chipsselects_select_moved_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	1a86d89b685cd2d720597d2d7f914dbdf7b6f9f2	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_open_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	31d9645d9a4cdd498afe642480e52a1b0bc00092	artifacts	text	40	0	unread
baseline/before/showcase_chipsselects_select_open_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	4f0a456c07c5257861a2c5bb7e1e17feb524a740	artifacts	text	1	0	unread
baseline/before/showcase_chipsselects_select_open_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	8ede169db28118b61ab7e33653f3f4aac81a0d40	artifacts	text	45	0	unread
baseline/before/showcase_chipsselects_select_open_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	c0724a0895e49ec7da495fde2adbc53b78b9a0c4	artifacts	binary	-	-	unread
baseline/before/showcase_chipsselects_select_open_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	1a86d89b685cd2d720597d2d7f914dbdf7b6f9f2	artifacts	text	40	0	unread
baseline/before/showcase_chrome_bar_focused_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	26c6d1be02f99579df33e7c13cb2ae04c0e310d3	artifacts	text	40	0	unread
baseline/before/showcase_chrome_bar_focused_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	8ab16b88da1aa1061cb1ade4610de21cd3bec7c3	artifacts	text	1	0	unread
baseline/before/showcase_chrome_bar_focused_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	1a840c0b0c9d1d240c9c25d821da1ae0386111c9	artifacts	text	45	0	unread
baseline/before/showcase_chrome_bar_focused_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	6974ad4d4de7b341fd831b51f86b594402d31739	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_bar_focused_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	26b3f2a9f69e1cd576a22f3a2893aa642ea74a25	artifacts	text	40	0	unread
baseline/before/showcase_chrome_context_menu_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	236a6f5443a26272a5838b895aca22c545e0e0d3	artifacts	text	40	0	unread
baseline/before/showcase_chrome_context_menu_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	65a28eea1c0e2bcb4b052a1f46dc8c462a64fb0f	artifacts	text	1	0	unread
baseline/before/showcase_chrome_context_menu_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	32867e4e04fbefd34f1734d6402abe124b9ed97b	artifacts	text	45	0	unread
baseline/before/showcase_chrome_context_menu_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	e558364dccbd357db23e3255833aa78ae76c72c5	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_context_menu_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	7bad1664a49542a2e1936372eddd64331b8c19db	artifacts	text	40	0	unread
baseline/before/showcase_chrome_context_menu_rclick_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	6f245316c6d4af2cd30e66cccdc51eff015e8185	artifacts	text	40	0	unread
baseline/before/showcase_chrome_context_menu_rclick_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	f124137ba6f04947c422d3860b8d137ae95275b1	artifacts	text	1	0	unread
baseline/before/showcase_chrome_context_menu_rclick_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	55dceca9a02dc1e43d6af218051688818823ac44	artifacts	text	45	0	unread
baseline/before/showcase_chrome_context_menu_rclick_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	16bcac44340da2d479d2e3ca71c215cfe9346290	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_context_menu_rclick_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	1de67f905c82345e50226bb1578d96731dcb45e7	artifacts	text	40	0	unread
baseline/before/showcase_chrome_default_100x30.ansi	A	000000	100644	0000000000000000000000000000000000000000	c0c67c47ff9b8b8d50e50786001e893bc3b0705d	artifacts	text	30	0	unread
baseline/before/showcase_chrome_default_100x30.cursor	A	000000	100644	0000000000000000000000000000000000000000	82d34c92926023a96e1a8df53443b8e5d02eda54	artifacts	text	1	0	unread
baseline/before/showcase_chrome_default_100x30.html	A	000000	100644	0000000000000000000000000000000000000000	470b5450d2a26962202d7bd215fdeb9534ddc96b	artifacts	text	35	0	unread
baseline/before/showcase_chrome_default_100x30.png	A	000000	100644	0000000000000000000000000000000000000000	99af081ecd42b9a52f88da468c35f1950fbd015d	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_default_100x30.txt	A	000000	100644	0000000000000000000000000000000000000000	5552fe8c5d61463af785e44e362e78d597e5ce5e	artifacts	text	30	0	unread
baseline/before/showcase_chrome_default_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	0438d7c6e697a625456c0404068c84c4ff4aa397	artifacts	text	40	0	unread
baseline/before/showcase_chrome_default_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	87716c07ace215f608e0ee40680c30599120b049	artifacts	text	1	0	unread
baseline/before/showcase_chrome_default_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	a10dc3cffff080e8ae094b8ee989f5491080ba45	artifacts	text	45	0	unread
baseline/before/showcase_chrome_default_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	083d1682abf13de422c507cbbe02bda091c00fb0	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_default_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	05237689536d6d8407298690d72204b21fde1c7f	artifacts	text	40	0	unread
baseline/before/showcase_chrome_default_160x50.ansi	A	000000	100644	0000000000000000000000000000000000000000	953d7a9df464a5f937c8a2e7072198ade4d60220	artifacts	text	50	0	unread
baseline/before/showcase_chrome_default_160x50.cursor	A	000000	100644	0000000000000000000000000000000000000000	9a94b065ea6cba3c37fc6fd5f9ed8d366a1baab5	artifacts	text	1	0	unread
baseline/before/showcase_chrome_default_160x50.html	A	000000	100644	0000000000000000000000000000000000000000	b2f86a4924f41feb7d707b50b5f70ef7f609eb61	artifacts	text	55	0	unread
baseline/before/showcase_chrome_default_160x50.png	A	000000	100644	0000000000000000000000000000000000000000	ea3bb0c705b7f62f5628e1fa897143db90afd7a1	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_default_160x50.txt	A	000000	100644	0000000000000000000000000000000000000000	c8cda28566740549aedae85cf806454e83eb1ca1	artifacts	text	50	0	unread
baseline/before/showcase_chrome_default_80x24.ansi	A	000000	100644	0000000000000000000000000000000000000000	976d7e8caca25fe578c0b73aa854a66b92c23df3	artifacts	text	24	0	unread
baseline/before/showcase_chrome_default_80x24.cursor	A	000000	100644	0000000000000000000000000000000000000000	e2e4131c03617fc36a94aebcb398554d7ec9ca26	artifacts	text	1	0	unread
baseline/before/showcase_chrome_default_80x24.html	A	000000	100644	0000000000000000000000000000000000000000	0dc215547f1f63516ffa81d460ae93ac3740d58a	artifacts	text	29	0	unread
baseline/before/showcase_chrome_default_80x24.png	A	000000	100644	0000000000000000000000000000000000000000	f4e00de2ba53ed0beba4342b1e8acd7190a11cca	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_default_80x24.txt	A	000000	100644	0000000000000000000000000000000000000000	579b16fc1943db211a489f167c36350ee4cd826a	artifacts	text	24	0	unread
baseline/before/showcase_chrome_f10_menu_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	f4903298016534374888209610e05c2a1bc90b8c	artifacts	text	40	0	unread
baseline/before/showcase_chrome_f10_menu_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	65a28eea1c0e2bcb4b052a1f46dc8c462a64fb0f	artifacts	text	1	0	unread
baseline/before/showcase_chrome_f10_menu_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	4cf42f8fd29b5528df3e495c48a990fc1a8b6ba1	artifacts	text	45	0	unread
baseline/before/showcase_chrome_f10_menu_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	1b849687d21c9e251dc66a55b34081eb690eb2d6	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_f10_menu_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	982a050028114fcc7aa09c715cb444405d78d192	artifacts	text	40	0	unread
baseline/before/showcase_chrome_menu_item_moved_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	ed4ecca0ba64400e8197eb5bdf8ff777ce89a985	artifacts	text	40	0	unread
baseline/before/showcase_chrome_menu_item_moved_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	bd883638f1fef1e64f093422c19cee72afedda68	artifacts	text	1	0	unread
baseline/before/showcase_chrome_menu_item_moved_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	9548d96f6824d7f1a9db03066bbd34a9cc93b2e8	artifacts	text	45	0	unread
baseline/before/showcase_chrome_menu_item_moved_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	3eececa4d564b72f5e6d86b6be9e8b02001687e3	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_menu_item_moved_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	ce7095051cd36c7a7e033ae4cb6d946fb968ac92	artifacts	text	40	0	unread
baseline/before/showcase_chrome_menu_mouse_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	f4903298016534374888209610e05c2a1bc90b8c	artifacts	text	40	0	unread
baseline/before/showcase_chrome_menu_mouse_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	65a28eea1c0e2bcb4b052a1f46dc8c462a64fb0f	artifacts	text	1	0	unread
baseline/before/showcase_chrome_menu_mouse_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	4cf42f8fd29b5528df3e495c48a990fc1a8b6ba1	artifacts	text	45	0	unread
baseline/before/showcase_chrome_menu_mouse_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	1b849687d21c9e251dc66a55b34081eb690eb2d6	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_menu_mouse_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	982a050028114fcc7aa09c715cb444405d78d192	artifacts	text	40	0	unread
baseline/before/showcase_chrome_menu_open_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	f4903298016534374888209610e05c2a1bc90b8c	artifacts	text	40	0	unread
baseline/before/showcase_chrome_menu_open_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	28e34f191108fd9fbcf41218006af06c87b3a03a	artifacts	text	1	0	unread
baseline/before/showcase_chrome_menu_open_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	4cf42f8fd29b5528df3e495c48a990fc1a8b6ba1	artifacts	text	45	0	unread
baseline/before/showcase_chrome_menu_open_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	1b849687d21c9e251dc66a55b34081eb690eb2d6	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_menu_open_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	982a050028114fcc7aa09c715cb444405d78d192	artifacts	text	40	0	unread
baseline/before/showcase_chrome_menu_second_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	78c896f3bef6e3dea5a94e5fa15b718855443ad9	artifacts	text	40	0	unread
baseline/before/showcase_chrome_menu_second_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	13bc9103dc4d1bb6f618093bc2d9eaf0fecf1186	artifacts	text	1	0	unread
baseline/before/showcase_chrome_menu_second_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	957e53127319abc8c94e116a14c7ef9fa86eba0c	artifacts	text	45	0	unread
baseline/before/showcase_chrome_menu_second_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	a7ac1a259a928e5baadfe0fd35e1866863f0c21e	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_menu_second_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	ce7095051cd36c7a7e033ae4cb6d946fb968ac92	artifacts	text	40	0	unread
baseline/before/showcase_chrome_sessions_focused_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	b7466d7f75a2d51e97ea19cf91dfda2a768d6e96	artifacts	text	40	0	unread
baseline/before/showcase_chrome_sessions_focused_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	65a28eea1c0e2bcb4b052a1f46dc8c462a64fb0f	artifacts	text	1	0	unread
baseline/before/showcase_chrome_sessions_focused_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	760a7a7378c62d24d5abcddc9bce0d128b877d63	artifacts	text	45	0	unread
baseline/before/showcase_chrome_sessions_focused_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	c09ac69903015a486cceafbf31e42b4f4cf54488	artifacts	binary	-	-	unread
baseline/before/showcase_chrome_sessions_focused_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	74ba5f2c33306db025c4810de2e4e1dd54a189f6	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_completion_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	48de0cdeffea9de2c6623037285414d58c157928	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_completion_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	7e3cc75ca205e80eb6b3d4176890b57a2e1f831a	artifacts	text	1	0	unread
baseline/before/showcase_codeeditor_completion_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	444090e96097ffd26f491b675ac4993f98abe1cd	artifacts	text	45	0	unread
baseline/before/showcase_codeeditor_completion_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	13706072e78373d315ea953a2d43a22f13187156	artifacts	binary	-	-	unread
baseline/before/showcase_codeeditor_completion_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	1dec302640c5b458c97a197932b1a91b13748227	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_default_100x30.ansi	A	000000	100644	0000000000000000000000000000000000000000	f81c9ca4255d708c0bc8ae9ba0bc8d396ddf03d3	artifacts	text	30	0	unread
baseline/before/showcase_codeeditor_default_100x30.cursor	A	000000	100644	0000000000000000000000000000000000000000	82d34c92926023a96e1a8df53443b8e5d02eda54	artifacts	text	1	0	unread
baseline/before/showcase_codeeditor_default_100x30.html	A	000000	100644	0000000000000000000000000000000000000000	baabdbf7a3e99e1486f6502c99fde4c8e4dcc87e	artifacts	text	35	0	unread
baseline/before/showcase_codeeditor_default_100x30.png	A	000000	100644	0000000000000000000000000000000000000000	2c3a9656d842ef509f7240e643ae04d116d0782a	artifacts	binary	-	-	unread
baseline/before/showcase_codeeditor_default_100x30.txt	A	000000	100644	0000000000000000000000000000000000000000	91992b3af611c98c8dac1c734416c438e24a7138	artifacts	text	30	0	unread
baseline/before/showcase_codeeditor_default_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	e306f0cc7dc9fb59ce7ed74dd0063bce6492b441	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_default_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	87716c07ace215f608e0ee40680c30599120b049	artifacts	text	1	0	unread
baseline/before/showcase_codeeditor_default_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	976317dc1d59eb7ad87ab19d840b1d5459ed7557	artifacts	text	45	0	unread
baseline/before/showcase_codeeditor_default_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	6a5777282131209e863b4c6cf183b374d14f8672	artifacts	binary	-	-	unread
baseline/before/showcase_codeeditor_default_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	682b312a78e122820e44a993b56adfe79e8644db	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_default_160x50.ansi	A	000000	100644	0000000000000000000000000000000000000000	594ec0f8db9598026c39990b27caccca3b9aae8c	artifacts	text	50	0	unread
baseline/before/showcase_codeeditor_default_160x50.cursor	A	000000	100644	0000000000000000000000000000000000000000	9a94b065ea6cba3c37fc6fd5f9ed8d366a1baab5	artifacts	text	1	0	unread
baseline/before/showcase_codeeditor_default_160x50.html	A	000000	100644	0000000000000000000000000000000000000000	b9945ccfa3a36a81410dd6fa9cf12d080c4a8933	artifacts	text	55	0	unread
baseline/before/showcase_codeeditor_default_160x50.png	A	000000	100644	0000000000000000000000000000000000000000	76dff52d004a366cb8937ccdf846881dc8ecd42c	artifacts	binary	-	-	unread
baseline/before/showcase_codeeditor_default_160x50.txt	A	000000	100644	0000000000000000000000000000000000000000	8df8692cb2fb2845ea2192bfa4698806687e60a4	artifacts	text	50	0	unread
baseline/before/showcase_codeeditor_default_80x24.ansi	A	000000	100644	0000000000000000000000000000000000000000	52ea64e024e361be58beec6d08520b5ffc38aff4	artifacts	text	24	0	unread
baseline/before/showcase_codeeditor_default_80x24.cursor	A	000000	100644	0000000000000000000000000000000000000000	e2e4131c03617fc36a94aebcb398554d7ec9ca26	artifacts	text	1	0	unread
baseline/before/showcase_codeeditor_default_80x24.html	A	000000	100644	0000000000000000000000000000000000000000	318fba96816ee9dfd4ab30f35dbfb8755e87dfae	artifacts	text	29	0	unread
baseline/before/showcase_codeeditor_default_80x24.png	A	000000	100644	0000000000000000000000000000000000000000	1f7bcd64cdd8aa646de4a599a801fca68f6bbbad	artifacts	binary	-	-	unread
baseline/before/showcase_codeeditor_default_80x24.txt	A	000000	100644	0000000000000000000000000000000000000000	492b4c3636aaec49d1caf2e7ceb5dbac7a842f7c	artifacts	text	24	0	unread
baseline/before/showcase_codeeditor_focused_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	469d1ed9a988d733e91440216e6bf4afd2d3d46a	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_focused_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	84616caf61b4936c1094a14bd71a90e91dc23a4d	artifacts	text	1	0	unread
baseline/before/showcase_codeeditor_focused_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	12a4fc3b28cb22c78b141a552f37ab0047722598	artifacts	text	45	0	unread
baseline/before/showcase_codeeditor_focused_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	6ceee8e6cbc23600657681533ff0e22e7e763df2	artifacts	binary	-	-	unread
baseline/before/showcase_codeeditor_focused_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	c60ac104319fc21f76c362e6ad378640ffc41d6f	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_insert_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	7e4e45d9d572e8053e9248d21707b1dd1decf9ed	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_insert_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	ac1bc68ce4be4729d7f507cd657d4c491c63f28b	artifacts	text	1	0	unread
baseline/before/showcase_codeeditor_insert_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	96e7dacd16392bc4f46abbdda2747e83b2dd6ba0	artifacts	text	45	0	unread
baseline/before/showcase_codeeditor_insert_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	2191ae71cf1bc24d1d0df179322a399d19c2ef63	artifacts	binary	-	-	unread
baseline/before/showcase_codeeditor_insert_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	b891720a2b4255c8c30bd5bb579b203d080567b8	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_typed_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	b465713db3da352ecc64c6ad0cf5f4bba6fe6fd3	artifacts	text	40	0	unread
baseline/before/showcase_codeeditor_typed_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	7e3cc75ca205e80eb6b3d4176890b57a2e1f831a	artifacts	text	1	0	unread
baseline/before/showcase_codeeditor_typed_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	af9c445e8b87743b0d7bd31d5a9430410a96e4a6	artifacts	text	45	0	unread
baseline/before/showcase_codeeditor_typed_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	4ef9134d8b8033e5398337359d2bbee39de114cc	artifacts	binary	-	-	unread
baseline/before/showcase_codeeditor_typed_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	730d0254c964a6a176c09248c8e4063d13847e90	artifacts	text	40	0	unread
baseline/before/showcase_datagrid_default_100x30.ansi	A	000000	100644	0000000000000000000000000000000000000000	a974a16ba1fbf9863986a81b8e050f31e96f5d82	artifacts	text	30	0	unread
baseline/before/showcase_datagrid_default_100x30.cursor	A	000000	100644	0000000000000000000000000000000000000000	82d34c92926023a96e1a8df53443b8e5d02eda54	artifacts	text	1	0	unread
baseline/before/showcase_datagrid_default_100x30.html	A	000000	100644	0000000000000000000000000000000000000000	6f927160e734080bce2b3cea0fad4e8c18381326	artifacts	text	35	0	unread
baseline/before/showcase_datagrid_default_100x30.png	A	000000	100644	0000000000000000000000000000000000000000	4cc20fc45bf8adbce01a1e6e88a4e156e362b7bc	artifacts	binary	-	-	unread
baseline/before/showcase_datagrid_default_100x30.txt	A	000000	100644	0000000000000000000000000000000000000000	e06bb07f9e0767d756c30cef7bf1a9f14635a29d	artifacts	text	30	0	unread
baseline/before/showcase_datagrid_default_120x40.ansi	A	000000	100644	0000000000000000000000000000000000000000	98e387eb43cf9c8f625ec742cf95aac673e72f31	artifacts	text	40	0	unread
baseline/before/showcase_datagrid_default_120x40.cursor	A	000000	100644	0000000000000000000000000000000000000000	87716c07ace215f608e0ee40680c30599120b049	artifacts	text	1	0	unread
baseline/before/showcase_datagrid_default_120x40.html	A	000000	100644	0000000000000000000000000000000000000000	e791f391f87165fcaad0cb611f96c7cb4b1a5e50	artifacts	text	45	0	unread
baseline/before/showcase_datagrid_default_120x40.png	A	000000	100644	0000000000000000000000000000000000000000	9599c7183a6512a43fd8baef16116474de1c2f3e	artifacts	binary	-	-	unread
baseline/before/showcase_datagrid_default_120x40.txt	A	000000	100644	0000000000000000000000000000000000000000	e3ffdd7a215446a354a9db961117f6c8d1c18d93	artifacts	text	40	0	unread
baseline/before/showcase_datagrid_default_160x50.ansi	A	000000	100644	0000000000000000000000000000000000000000	a7bd27f7292f93c6330017ab9f7f7c4c59e6c1c3	artifacts	text	50	0	unread
baseline/before/showcase_datagrid_default_160x50.cursor	A	000000	100644	0000000000000000000000000000000000000000	9a94b065ea6cba3c37fc6fd5f9ed8d366a1baab5	artifacts	text	1	0	unread
baseline/before/showcase_datagrid_default_160x50.html	A	000000	100644	0000000000000000000000000000000000000000	0fb26e54fc9f5ff53ec3e909fc7131d0a85131ca	artifacts	text	55	0	unread
baseline/before/showcase_datagrid_default_160x50.png	A	000000	100644	0000000000000000000000000000000000000000	caff55dbd78b010e4772a84406dc529d2eb97cc1	artifacts	binary	-	-	unread
baseline/before/showcase_datagrid_default_160x50.txt	A	000000	100644	0000000000000000000000000000000000000000	010190e0af7b0e777ac63a366c24de7416278007	artifacts	text	50	0	unread
baseline/before/showcase_datagrid_default_80x24.ansi	A	000000	100644	0000000000000000000000000000000000000000	def2c520b5219107e5cacfdeafbbf8bfac92c3ba	artifacts	text	24	0	unread
baseline/before/showcase_datagrid_default_80x24.cursor	A	000000	100644	0000000000000000000000000000000000000000	e2e4131c03617fc36a94aebcb398554d7ec9ca26	artifacts	text	1	0	unread
baseline/before/showcase_datagrid_default_80x24.html	A	000000	100644	0000000000000000000000000000000000000000	69110d56fa45b36c8697e40f12a74122a4d6131c	artifacts	text	29	0	unread
baseline/before/showcase_datagrid_default_80x24.png	A	000000	100644	0000000000000000000000000000000000000000	8c740666fe23c7203a822a75ea3914b2a6607441	artifacts	binary	-	-	unread
